AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,FraudFound_P,Deductible,AgentType,AddressChange_Claim,BasePolicy
Urban,Male,Single,46,Third Party,Sedan,0,400,External,no change,Collision
Urban,Female,Single,35,Third Party,Sport,0,400,External,no change,Liability
Rural,Male,Married,26,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,47,Policy Holder,Sport,0,400,External,no change,Collision
Urban,Male,Single,29,Third Party,Sedan,0,400,External,no change,Collision
Urban,Female,Married,38,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Married,65,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,67,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,38,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,44,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,45,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,0,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,60,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,32,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,22,Third Party,Sport,0,300,External,2 to 3 years,Liability
Urban,Male,Single,45,Third Party,Sport,0,400,External,no change,Liability
Urban,Female,Married,27,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,54,Policy Holder,Sedan,0,400,External,no change,All Perils
Rural,Male,Married,48,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,35,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,40,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,42,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,33,Third Party,Sedan,0,700,External,no change,Collision
Urban,Male,Married,26,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,46,Third Party,Sedan,0,400,External,no change,All Perils
Rural,Male,Married,28,Policy Holder,Sedan,0,400,Internal,no change,Collision
Urban,Female,Married,42,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,31,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,57,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,65,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,32,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,48,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,28,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,30,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Single,32,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,33,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,32,Policy Holder,Sedan,0,400,External,4 to 8 years,Collision
Urban,Male,Single,27,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,31,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Male,Married,43,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,55,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,35,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,53,Third Party,Sedan,0,400,External,no change,Collision
Rural,Male,Single,49,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,29,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,50,Policy Holder,Utility,0,400,External,no change,All Perils
Urban,Male,Married,43,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,49,Third Party,Sedan,0,400,External,4 to 8 years,All Perils
Urban,Male,Married,33,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,44,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,73,Third Party,Sport,0,400,External,no change,Collision
Urban,Male,Married,80,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Female,Single,32,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Married,43,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Single,33,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,33,Policy Holder,Utility,0,400,External,no change,All Perils
Urban,Male,Single,18,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,37,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,28,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Married,43,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,25,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,21,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,29,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,54,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,30,Third Party,Sport,0,400,External,no change,Liability
Rural,Male,Married,47,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,35,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,59,Third Party,Sedan,0,400,External,no change,Collision
Rural,Male,Married,52,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,56,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,35,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,68,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,33,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,28,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Single,52,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,46,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,27,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,57,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,45,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,54,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,73,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,44,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,26,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,49,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Male,Married,56,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,28,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,63,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Male,Married,39,Policy Holder,Sport,0,500,External,2 to 3 years,Liability
Rural,Male,Married,45,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,52,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,32,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,54,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,42,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,31,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Female,Divorced,44,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,60,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,29,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Male,Married,33,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,59,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,24,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,42,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,28,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,47,Policy Holder,Sedan,0,400,External,no change,All Perils
Rural,Male,Married,48,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,24,Policy Holder,Sport,0,400,External,no change,Liability
Rural,Male,Married,65,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,49,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Married,27,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,40,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,52,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Married,48,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,26,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Female,Married,33,Third Party,Sport,0,500,External,2 to 3 years,Liability
Urban,Female,Single,26,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,32,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,51,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,50,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Male,Married,47,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Single,45,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,65,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Female,Married,51,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,32,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,35,Policy Holder,Sport,0,400,External,no change,Liability
Rural,Male,Married,73,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,27,Third Party,Sport,0,400,External,no change,Liability
Urban,Male,Single,69,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,33,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,30,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,0,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,36,Third Party,Sport,0,400,External,no change,Liability
Urban,Male,Married,30,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,28,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Female,Single,35,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,43,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Single,37,Policy Holder,Sedan,0,700,External,2 to 3 years,All Perils
Urban,Male,Married,33,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Married,28,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Married,38,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Female,Married,28,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Single,24,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,28,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,32,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,36,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,36,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Divorced,65,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Single,20,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Single,39,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,36,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,48,Third Party,Sedan,0,400,External,no change,Collision
Urban,Female,Single,27,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Single,33,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,35,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,27,Third Party,Sedan,0,400,External,no change,Collision
Urban,Female,Married,35,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Female,Married,48,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,36,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,50,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Female,Married,36,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Female,Married,66,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,33,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,33,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,55,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,33,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,33,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,0,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,43,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,71,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,30,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,41,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,41,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,66,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,70,Policy Holder,Sport,0,400,Internal,no change,Liability
Urban,Male,Married,47,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Single,29,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,44,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,65,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Female,Married,33,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,34,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Married,51,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,0,Policy Holder,Sedan,0,400,External,no change,All Perils
Rural,Male,Married,43,Policy Holder,Sport,0,400,External,no change,Liability
Rural,Male,Married,47,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,37,Policy Holder,Utility,0,400,External,no change,All Perils
Urban,Male,Married,33,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,50,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,59,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,30,Third Party,Sedan,0,400,External,no change,All Perils
Urban,Male,Single,48,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Male,Married,26,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,29,Third Party,Sedan,0,400,External,no change,Collision
Urban,Male,Single,30,Policy Holder,Sedan,0,400,External,no change,Collision
Rural,Male,Married,42,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,39,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,30,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Single,26,Policy Holder,Sport,0,400,External,no change,Liability
Urban,Male,Married,31,Policy Holder,Sedan,0,400,External,no change,Collision
Urban,Male,Married,61,Policy Holder,Utility,0,400,External,no change,All Perils
Rural,Male,Single,28,Third Party,Sedan,0,400,External,no change,All Perils
Rural,Male,Married,42,Policy Holder,Sedan,0,400,External,no change,All Perils
Urban,Male,Married,50,Policy Holder,Sedan,0,400,External,no change,All Perils
